,text,n_word,start_pos,end_pos,label,source_index,category
57845,Ligand Pharmaceuticals,2,15355,15377,ORG,187,Chemistry
57846,2010,1,15381,15385,DATE,187,Chemistry
57847,2,1,15445,15446,CARDINAL,187,Chemistry
57848,Lipscomb's,1,15545,15555,ORG,187,Chemistry
57849,Nobel Prize,2,15712,15723,WORK_OF_ART,187,Chemistry
57850,Thomas A. Steitz,3,15731,15747,PERSON,187,Chemistry
57851,Lipscomb's,1,15774,15784,GPE,187,Chemistry
57852,Lipscomb's,1,15803,15813,ORG,187,Chemistry
57853,Steitz,1,15927,15933,PERSON,187,Chemistry
57854,Steitz,1,16050,16056,PERSON,187,Chemistry
57855,2009,1,16073,16077,DATE,187,Chemistry
57856,Nobel Prize in Chemistry,4,16078,16102,WORK_OF_ART,187,Chemistry
57857,Nobel Prize,2,16252,16263,WORK_OF_ART,187,Chemistry
57858,Ada Yonath,2,16271,16281,PERSON,187,Chemistry
57859,2009,1,16298,16302,DATE,187,Chemistry
57860,Nobel Prize in Chemistry,4,16303,16327,WORK_OF_ART,187,Chemistry
57861,Thomas A. Steitz,3,16333,16349,PERSON,187,Chemistry
57862,Venkatraman Ramakrishnan,2,16354,16378,PERSON,187,Chemistry
57863,Lipscomb's,1,16399,16409,GPE,187,Chemistry
57864,Steitz,1,16433,16439,PERSON,187,Chemistry
57865,MIT,1,16553,16556,ORG,187,Chemistry
57866,1970,1,16560,16564,DATE,187,Chemistry
57867,Lipscomb,1,16660,16668,PERSON,187,Chemistry
57868,John Gruner,2,16689,16700,PERSON,187,Chemistry
57869,first,1,16705,16710,ORDINAL,187,Chemistry
57870,Lipscomb's,1,16784,16794,GPE,187,Chemistry
57871,Isadore Fankuchen's laboratory,3,16849,16879,ORG,187,Chemistry
57872,Polytechnic Institute of Brooklyn,4,16892,16925,ORG,187,Chemistry
57873,Lipscomb,1,16927,16935,ORG,187,Chemistry
57874,3,1,17217,17218,CARDINAL,187,Chemistry
57875,Lipscomb,1,17614,17622,PERSON,187,Chemistry
57876,2,1,17757,17758,CARDINAL,187,Chemistry
57877,Roussin's,1,17791,17800,PRODUCT,187,Chemistry
57878,5,1,17819,17820,CARDINAL,187,Chemistry
57879,Vincristine,1,17896,17907,PRODUCT,187,Chemistry
57880,Guggenheim Fellow,2,17990,18007,PERSON,187,Chemistry
57881,1954,1,18009,18013,DATE,187,Chemistry
57882,the American Academy of Arts and Sciences,7,18024,18065,ORG,187,Chemistry
57883,1960,1,18069,18073,DATE,187,Chemistry
57884,United States,2,18085,18098,GPE,187,Chemistry
57885,National Academy of Sciences,4,18099,18127,ORG,187,Chemistry
57886,the Faculty Advisory Board,4,18138,18164,ORG,187,Chemistry
57887,MIT-Harvard Research Journal,3,18168,18196,ORG,187,Chemistry
57888,Royal Netherlands Academy of Arts and Sciences,7,18219,18265,ORG,187,Chemistry
57889,1976,1,18267,18271,DATE,187,Chemistry
57890,Nobel Prize in Chemistry,4,18273,18297,WORK_OF_ART,187,Chemistry
57891,1976,1,18299,18303,DATE,187,Chemistry
57892,Five,1,18305,18309,CARDINAL,187,Chemistry
57893,Lipscomb,1,18356,18364,ORG,187,Chemistry
57894,Lipscomb's,1,18385,18395,ORG,187,Chemistry
57895,Curriculum Vitae,2,18424,18440,WORK_OF_ART,187,Chemistry
57896,Linus Pauling,2,18501,18514,PERSON,187,Chemistry
57897,Lipscomb,1,18535,18543,PERSON,187,Chemistry
57898,"the ""Linus and Me",4,18561,18578,WORK_OF_ART,187,Chemistry
57899,World War 2,3,18589,18600,EVENT,187,Chemistry
57900,Lipscomb,1,18634,18642,ORG,187,Chemistry
57901,Elizabeth Swingle,2,18690,18707,PERSON,187,Chemistry
57902,Swingle,1,18739,18746,PERSON,187,Chemistry
57903,Scientific Character of W. Lipscomb Curriculum Vitae,7,18757,18809,WORK_OF_ART,187,Chemistry
57904,Nobel Prize,2,18844,18855,WORK_OF_ART,187,Chemistry
57905,William Lipscomb,2,18925,18941,PERSON,187,Chemistry
57906,"Nobelprize.org 
Douglas C. Rees",4,18945,18976,PERSON,187,Chemistry
57907,William N. Lipscomb,3,18979,18998,PERSON,187,Chemistry
57908,Biographical Memoirs,2,19001,19021,WORK_OF_ART,187,Chemistry
57909,the National Academy of Sciences,5,19025,19057,ORG,187,Chemistry
57910,2019,1,19059,19063,DATE,187,Chemistry
57911,Ilya Romanovich Prigogine,3,9,34,PERSON,188,Chemistry
57912,Russian,1,38,45,NORP,188,Chemistry
57913,25 January,2,75,85,DATE,188,Chemistry
57914,12 January,2,92,102,DATE,188,Chemistry
57915,1917,1,104,108,DATE,188,Chemistry
57916,28 May 2003,3,111,122,DATE,188,Chemistry
57917,Belgian,1,130,137,NORP,188,Chemistry
57918,Russian-Jewish,1,158,172,NORP,188,Chemistry
57919,1977,1,310,314,DATE,188,Chemistry
57920,Nobel Prize in Chemistry,4,315,339,WORK_OF_ART,188,Chemistry
57921,the Francqui Prize,3,352,370,WORK_OF_ART,188,Chemistry
57922,1955,1,374,378,DATE,188,Chemistry
57923,the Rumford Medal,3,383,400,WORK_OF_ART,188,Chemistry
57924,1976,1,404,408,DATE,188,Chemistry
57925,Prigogine,1,461,470,PERSON,188,Chemistry
57926,Moscow,1,483,489,GPE,188,Chemistry
57927,a few months,3,490,502,DATE,188,Chemistry
57928,the October Revolution of 1917,5,510,540,EVENT,188,Chemistry
57929,Jewish,1,549,555,NORP,188,Chemistry
57930,Ruvim,1,576,581,PERSON,188,Chemistry
57931,Roman,1,583,588,NORP,188,Chemistry
57932,Abramovich Prigogine,2,590,610,PERSON,188,Chemistry
57933,the Imperial Moscow Technical School,5,651,687,ORG,188,Chemistry
57934,Yulia Vikhman,2,726,739,PERSON,188,Chemistry
57935,the Moscow Conservatory,3,768,791,FAC,188,Chemistry
57936,1921,1,796,800,DATE,188,Chemistry
57937,Soviet,1,850,856,NORP,188,Chemistry
57938,Russia,1,939,945,GPE,188,Chemistry
57939,Lithuania,1,971,980,GPE,188,Chemistry
57940,Germany,1,995,1002,GPE,188,Chemistry
57941,Berlin,1,1018,1024,GPE,188,Chemistry
57942,8 years later,3,1026,1039,DATE,188,Chemistry
57943,Nazism,1,1106,1112,NORP,188,Chemistry
57944,Brussels,1,1131,1139,GPE,188,Chemistry
57945,Prigogine,1,1147,1156,PERSON,188,Chemistry
57946,Belgian,1,1166,1173,NORP,188,Chemistry
57947,1949,1,1189,1193,DATE,188,Chemistry
57948,Alexandre,1,1207,1216,PERSON,188,Chemistry
57949,1913,1,1218,1222,DATE,188,Chemistry
57950,1991,1,1223,1227,DATE,188,Chemistry
57951,Prigogine,1,1269,1278,PERSON,188,Chemistry
57952,the Athenée d'Ixelles,3,1346,1367,ORG,188,Chemistry
57953,1935,1,1371,1375,DATE,188,Chemistry
57954,Greek,1,1389,1394,LANGUAGE,188,Chemistry
57955,Latin,1,1399,1404,LANGUAGE,188,Chemistry
57956,the Free University of Brussels,5,1497,1528,ORG,188,Chemistry
57957,Prigogine,1,1865,1874,PERSON,188,Chemistry
57958,the Free University of Brussels,5,1938,1969,ORG,188,Chemistry
57959,Master's,1,2048,2056,WORK_OF_ART,188,Chemistry
57960,1939,1,2087,2091,DATE,188,Chemistry
57961,PhD,1,2099,2102,WORK_OF_ART,188,Chemistry
57962,1941,1,2119,2123,DATE,188,Chemistry
57963,Théophile de Donder,3,2130,2149,PERSON,188,Chemistry
57964,World War II,3,2171,2183,EVENT,188,Chemistry
57965,German,1,2229,2235,NORP,188,Chemistry
57966,Belgium,1,2250,2257,GPE,188,Chemistry
57967,1940,1,2264,2268,DATE,188,Chemistry
57968,1941,1,2322,2326,DATE,188,Chemistry
57969,Flemish,1,2396,2403,NORP,188,Chemistry
57970,New Order,2,2413,2422,ORG,188,Chemistry
57971,the Liberation of Belgium,4,2499,2524,ORG,188,Chemistry
57972,1944,1,2528,2532,DATE,188,Chemistry
57973,21,1,2576,2578,CARDINAL,188,Chemistry
57974,1943,1,2592,2596,DATE,188,Chemistry
57975,Prigogine,1,2598,2607,PERSON,188,Chemistry
57976,Hélène Jofé,2,2628,2639,PERSON,188,Chemistry
57977,Germans,1,2661,2668,NORP,188,Chemistry
57978,Elisabeth,1,2722,2731,PERSON,188,Chemistry
57979,a couple of weeks later,5,2763,2786,DATE,188,Chemistry
57980,1951,1,2814,2818,DATE,188,Chemistry
57981,34 years old,3,2869,2881,DATE,188,Chemistry
57982,Brussels,1,2949,2957,GPE,188,Chemistry
57983,1959,1,2962,2966,DATE,188,Chemistry
57984,the International Solvay Institute,4,2997,3031,ORG,188,Chemistry
57985,Brussels,1,3035,3043,GPE,188,Chemistry
57986,Belgium,1,3045,3052,GPE,188,Chemistry
57987,that year,2,3057,3066,DATE,188,Chemistry
57988,the University of Texas,4,3096,3119,ORG,188,Chemistry
57989,Austin,1,3123,3129,GPE,188,Chemistry
57990,the United States,3,3133,3150,GPE,188,Chemistry
57991,Ashbel Smith,2,3204,3216,PERSON,188,Chemistry
57992,Physics and Chemical Engineering,4,3230,3262,ORG,188,Chemistry
57993,1961 until 1966,3,3269,3284,DATE,188,Chemistry
57994,the Enrico Fermi Institute,4,3308,3334,ORG,188,Chemistry
57995,the University of Chicago,4,3338,3363,ORG,188,Chemistry
57996,Northwestern University,2,3396,3419,ORG,188,Chemistry
57997,Austin,1,3424,3430,GPE,188,Chemistry
57998,1967,1,3435,3439,DATE,188,Chemistry
57999,the Center for Thermodynamics and Statistical Mechanics,7,3455,3510,ORG,188,Chemistry
58000,the Center for Complex Quantum Systems,6,3516,3554,ORG,188,Chemistry
58001,that year,2,3559,3568,DATE,188,Chemistry
58002,Belgium,1,3590,3597,GPE,188,Chemistry
58003,the Center for Statistical Mechanics and Thermodynamics,7,3627,3682,ORG,188,Chemistry
58004,53,1,3779,3781,CARDINAL,188,Chemistry
58005,1955,1,3803,3807,DATE,188,Chemistry
58006,Prigogine,1,3809,3818,PERSON,188,Chemistry
58007,the Francqui Prize for Exact Sciences,6,3831,3868,WORK_OF_ART,188,Chemistry
58008,the Rumford Medal,3,3928,3945,WORK_OF_ART,188,Chemistry
58009,1976,1,3949,3953,DATE,188,Chemistry
58010,1977,1,3962,3966,DATE,188,Chemistry
58011,the Nobel Prize in Chemistry,5,3968,3996,WORK_OF_ART,188,Chemistry
58012,1989,1,4110,4114,DATE,188,Chemistry
58013,Belgian,1,4160,4167,NORP,188,Chemistry
58014,the King of the Belgians,5,4180,4204,PERSON,188,Chemistry
58015,the International Academy of Science,5,4243,4279,ORG,188,Chemistry
58016,Munich,1,4281,4287,GPE,188,Chemistry
58017,1997,1,4299,4303,DATE,188,Chemistry
58018,one,1,4305,4308,CARDINAL,188,Chemistry
58019,the International Commission on Distance Education,6,4328,4378,ORG,188,Chemistry
58020,CODE,1,4380,4384,ORG,188,Chemistry
58021,Prigogine,1,4421,4430,PERSON,188,Chemistry
58022,Heriot-Watt University,2,4467,4489,ORG,188,Chemistry
58023,1985,1,4493,4497,DATE,188,Chemistry
58024,1998,1,4505,4509,DATE,188,Chemistry
58025,UNAM,1,4559,4563,ORG,188,Chemistry
58026,Mexico City,2,4567,4578,GPE,188,Chemistry
58027,Prigogine,1,4580,4589,PERSON,188,Chemistry
58028,first,1,4594,4599,ORDINAL,188,Chemistry
58029,Belgian,1,4611,4618,NORP,188,Chemistry
58030,Hélène Jofé,2,4624,4635,PERSON,188,Chemistry
58031,Hélène Prigogine,2,4664,4680,PERSON,188,Chemistry
58032,1945,1,4689,4693,DATE,188,Chemistry
58033,Yves,1,4709,4713,PERSON,188,Chemistry
58034,Polish,1,4747,4753,NORP,188,Chemistry
58035,Maria Prokopowicz,2,4767,4784,PERSON,188,Chemistry
58036,Maria Prigogine,2,4800,4815,PERSON,188,Chemistry
58037,1961,1,4820,4824,DATE,188,Chemistry
58038,1970,1,4829,4833,DATE,188,Chemistry
58039,Pascal,1,4850,4856,PERSON,188,Chemistry
58040,2003,1,4861,4865,DATE,188,Chemistry
58041,one,1,4873,4876,CARDINAL,188,Chemistry
58042,22,1,4880,4882,CARDINAL,188,Chemistry
58043,the Humanist Manifesto,3,4910,4932,WORK_OF_ART,188,Chemistry
58044,the Nobel Prize in Chemistry,5,5079,5107,WORK_OF_ART,188,Chemistry
58045,1977,1,5111,5115,DATE,188,Chemistry
58046,Ilya Prigogine,2,5129,5143,PERSON,188,Chemistry
58047,1955,1,5343,5347,DATE,188,Chemistry
58048,Prigogine,1,5354,5363,PERSON,188,Chemistry
58049,Turing,1,5456,5462,PERSON,188,Chemistry
58050,Robert Herman,2,5788,5801,PERSON,188,Chemistry
58051,two,1,5838,5841,CARDINAL,188,Chemistry
58052,two,1,5931,5934,CARDINAL,188,Chemistry
58053,his later years,3,6268,6283,DATE,188,Chemistry
58054,Prigogine,1,6410,6419,PERSON,188,Chemistry
58055,Liouville,1,6445,6454,PRODUCT,188,Chemistry
58056,Liouville,1,6495,6504,PRODUCT,188,Chemistry
58057,Hilbert,1,6631,6638,PRODUCT,188,Chemistry
58058,Liouville,1,6698,6707,PRODUCT,188,Chemistry
58059,Liouville,1,6754,6763,PRODUCT,188,Chemistry
58060,Hilbert,1,6791,6798,ORG,188,Chemistry
58061,Liouville,1,6824,6833,PRODUCT,188,Chemistry
58062,Hilbert,1,6868,6875,ORG,188,Chemistry
58063,Liouville,1,6887,6896,PRODUCT,188,Chemistry
58064,Prigogine,1,6925,6934,PERSON,188,Chemistry
58065,Prigogine,1,7059,7068,PERSON,188,Chemistry
58066,Isabelle Stengers,2,7100,7117,PERSON,188,Chemistry
58067,The End of Certainty,4,7129,7149,WORK_OF_ART,188,Chemistry
58068,La Nouvelle Alliance,3,7154,7174,ORG,188,Chemistry
58069,Order out of Chaos,4,7176,7194,WORK_OF_ART,188,Chemistry
58070,1996,1,7235,7239,DATE,188,Chemistry
58071,La Fin des certitudes,4,7246,7267,WORK_OF_ART,188,Chemistry
58072,Isabelle Stengers,2,7299,7316,PERSON,188,Chemistry
58073,English,1,7334,7341,LANGUAGE,188,Chemistry
58074,1997,1,7345,7349,DATE,188,Chemistry
58075,"The End of Certainty: Time, Chaos",6,7353,7386,WORK_OF_ART,188,Chemistry
58076,the New Laws of Nature,5,7392,7414,WORK_OF_ART,188,Chemistry
58077,Prigogine,1,7416,7425,PERSON,188,Chemistry
58078,Newton,1,7636,7642,PERSON,188,Chemistry
58079,Einstein,1,7644,7652,PERSON,188,Chemistry
58080,Schrödinger,1,7657,7668,PERSON,188,Chemistry
58081,Prigogine,1,7757,7766,PERSON,188,Chemistry
58082,Prigogine,1,7856,7865,PERSON,188,Chemistry
58083,Darwin,1,7910,7916,PERSON,188,Chemistry
58084,Ludwig Boltzmann,2,8009,8025,PERSON,188,Chemistry
58085,Prigogine,1,8376,8385,PERSON,188,Chemistry
58086,Prigogine,1,8774,8783,PERSON,188,Chemistry
58087,Prigogine,1,9227,9236,PERSON,188,Chemistry
58088,three,1,9292,9297,CARDINAL,188,Chemistry
58089,first,1,9305,9310,ORDINAL,188,Chemistry
58090,Prigogine,1,9550,9559,PERSON,188,Chemistry
58091,Defay,1,9565,9570,PERSON,188,Chemistry
58092,R.,1,9572,9574,NORP,188,Chemistry
58093,1954,1,9576,9580,DATE,188,Chemistry
58094,London,1,9608,9614,GPE,188,Chemistry
58095,"Longmans Green and Co.
Prigogine",4,9616,9648,ORG,188,Chemistry
58096,1955,1,9654,9658,DATE,188,Chemistry
58097,Springfield,1,9719,9730,GPE,188,Chemistry
58098,Illinois,1,9732,9740,GPE,188,Chemistry
58099,Charles C. Thomas Publisher,4,9742,9769,ORG,188,Chemistry
58100,Prigogine,1,9771,9780,PERSON,188,Chemistry
58101,Ilya,1,9782,9786,PERSON,188,Chemistry
58102,1957,1,9788,9792,DATE,188,Chemistry
58103,Amsterdam,1,9830,9839,GPE,188,Chemistry
58104,North Holland Publishing Company,4,9841,9873,ORG,188,Chemistry
58105,Prigogine,1,9875,9884,PERSON,188,Chemistry
58106,Ilya,1,9886,9890,PERSON,188,Chemistry
58107,1961,1,9892,9896,DATE,188,Chemistry
58108,Thermodynamics of Irreversible Processes,4,9915,9955,WORK_OF_ART,188,Chemistry
58109,Second,1,9957,9963,ORDINAL,188,Chemistry
58110,New York,2,9970,9978,GPE,188,Chemistry
58111,Prigogine,1,10010,10019,PERSON,188,Chemistry
58112,Ilya,1,10021,10025,PERSON,188,Chemistry
58113,1962,1,10027,10031,DATE,188,Chemistry
58114,2017,1,10160,10164,DATE,188,Chemistry
58115,Courier Dover Publications,3,10174,10200,ORG,188,Chemistry
58116,"ISBN 978-0-486-82040-8.
Defay, R. & Prigogine",5,10202,10247,ORG,188,Chemistry
58117,1966,1,10253,10257,DATE,188,Chemistry
58118,"Longmans, Green & Co. LTD",5,10292,10317,ORG,188,Chemistry
58119,Glansdorff,1,10319,10329,PERSON,188,Chemistry
58120,Paul,1,10331,10335,PERSON,188,Chemistry
58121,Prigogine,1,10337,10346,PERSON,188,Chemistry
58122,1971,1,10352,10356,DATE,188,Chemistry
58123,London,1,10423,10429,GPE,188,Chemistry
58124,Wiley-Interscience,1,10431,10449,ORG,188,Chemistry
58125,Prigogine,1,10451,10460,PERSON,188,Chemistry
58126,Ilya,1,10462,10466,PERSON,188,Chemistry
58127,Herman,1,10468,10474,PERSON,188,Chemistry
58128,R.,1,10476,10478,NORP,188,Chemistry
58129,1971,1,10480,10484,DATE,188,Chemistry
58130,New York,2,10524,10532,GPE,188,Chemistry
58131,American Elsevier,2,10534,10551,ORG,188,Chemistry
58132,"ISBN 0-444-00082-8.
Prigogine, Ilya; Nicolis, G.",5,10553,10601,ORG,188,Chemistry
58133,1977,1,10603,10607,DATE,188,Chemistry
58134,Self-Organization,1,10610,10627,ORG,188,Chemistry
58135,Non-Equilibrium Systems,2,10631,10654,ORG,188,Chemistry
58136,Wiley,1,10656,10661,ORG,188,Chemistry
58137,Prigogine,1,10683,10692,PERSON,188,Chemistry
58138,Ilya,1,10694,10698,PERSON,188,Chemistry
58139,1980,1,10700,10704,DATE,188,Chemistry
58140,Being To Becoming,3,10712,10729,WORK_OF_ART,188,Chemistry
58141,Freeman,1,10731,10738,PERSON,188,Chemistry
58142,Prigogine,1,10760,10769,PERSON,188,Chemistry
58143,Ilya,1,10771,10775,PERSON,188,Chemistry
58144,Stengers,1,10777,10785,PERSON,188,Chemistry
58145,Isabelle,1,10787,10795,PERSON,188,Chemistry
58146,1984,1,10797,10801,DATE,188,Chemistry
58147,2018,1,10886,10890,DATE,188,Chemistry
58148,Verso Books,2,10900,10911,ORG,188,Chemistry
58149,Prigogine,1,10937,10946,PERSON,188,Chemistry
58150,United States Department of Energy,5,11073,11107,ORG,188,Chemistry
58151,September 1984,2,11127,11141,DATE,188,Chemistry
58152,November 1987,2,11144,11157,DATE,188,Chemistry
58153,7 October 1987,3,11160,11174,DATE,188,Chemistry
58154,Department of Physics,3,11177,11198,ORG,188,Chemistry
58155,the University of Texas-Austin,4,11202,11232,ORG,188,Chemistry
58156,15 April 1988,3,11233,11246,DATE,188,Chemistry
58157,14 April 1989,3,11249,11262,DATE,188,Chemistry
58158,January 1989,2,11265,11277,DATE,188,Chemistry
58159,Center for Studies in Statistical Mathematics,6,11280,11325,ORG,188,Chemistry
58160,the University of Texas-Austin,4,11329,11359,ORG,188,Chemistry
58161,15 April 1990 – 14 April 1991,7,11361,11390,DATE,188,Chemistry
58162,December 1990,2,11393,11406,DATE,188,Chemistry
58163,Center for Studies in Statistical Mechanics and Complex Systems,9,11409,11472,ORG,188,Chemistry
58164,the University of Texas-Austin,4,11476,11506,ORG,188,Chemistry
58165,Nicolis,1,11508,11515,PERSON,188,Chemistry
58166,G.,1,11517,11519,PERSON,188,Chemistry
58167,Prigogine,1,11521,11530,PERSON,188,Chemistry
58168,1989,1,11536,11540,DATE,188,Chemistry
58169,New York,2,11582,11590,GPE,188,Chemistry
58170,NY,1,11592,11594,GPE,188,Chemistry
58171,W. H. Freeman,3,11596,11609,PERSON,188,Chemistry
58172,Prigogine,1,11631,11640,PERSON,188,Chemistry
58173,Center for Studies in Statistical Mechanics and Complex Systems,9,11722,11785,ORG,188,Chemistry
58174,the University of Texas-Austin,4,11789,11819,ORG,188,Chemistry
58175,United States,2,11821,11834,GPE,188,Chemistry
58176,Department of Energy-Office of Energy Research,6,11835,11881,ORG,188,Chemistry
58177,Commission of the European Communities,5,11883,11921,ORG,188,Chemistry
58178,October 1990,2,11923,11935,DATE,188,Chemistry
58179,Prigogine,1,11938,11947,PERSON,188,Chemistry
58180,Ilya,1,11949,11953,PERSON,188,Chemistry
58181,1993,1,11955,11959,DATE,188,Chemistry
58182,Plasmas: Research Trends in Physics Series,6,12007,12049,WORK_OF_ART,188,Chemistry
58183,New York,2,12051,12059,GPE,188,Chemistry
58184,American Institute of Physics,4,12061,12090,ORG,188,Chemistry
58185,"ISBN 0-88318-923-2.
Prigogine, Ilya; Stengers, Isabelle",5,12092,12147,ORG,188,Chemistry
58186,1997,1,12149,12153,DATE,188,Chemistry
58187,The Free Press,3,12178,12192,ORG,188,Chemistry
58188,Kondepudi,1,12218,12227,GPE,188,Chemistry
58189,Dilip,1,12229,12234,PERSON,188,Chemistry
58190,Prigogine,1,12236,12245,PERSON,188,Chemistry
58191,Ilya,1,12247,12251,PERSON,188,Chemistry
58192,1998,1,12253,12257,DATE,188,Chemistry
58193,Wiley,1,12328,12333,ORG,188,Chemistry
58194,2014,1,12359,12363,DATE,188,Chemistry
58195,"ISBN 978-1-118-37181-7.
Prigogine",2,12373,12406,ORG,188,Chemistry
58196,Ilya,1,12408,12412,PERSON,188,Chemistry
58197,2002,1,12414,12418,DATE,188,Chemistry
58198,New York,2,12451,12459,GPE,188,Chemistry
58199,Wiley InterScience,2,12461,12479,ORG,188,Chemistry
58200,17 December 2012,3,12535,12551,DATE,188,Chemistry
58201,29 July 2008,3,12563,12575,DATE,188,Chemistry
58202,Stuart A. Rice,3,12590,12604,PERSON,188,Chemistry
58203,the Advances in Chemical Physics,5,12609,12641,WORK_OF_ART,188,Chemistry
58204,John Wiley & Sons,4,12667,12684,ORG,188,Chemistry
58205,140,1,12701,12704,CARDINAL,188,Chemistry
58206,Prigogine,1,12714,12723,PERSON,188,Chemistry
58207,World Scientific,2,12769,12785,WORK_OF_ART,188,Chemistry
58208,2003,1,12787,12791,DATE,188,Chemistry
58209,145p,1,12813,12817,CARDINAL,188,Chemistry
58210,The Ilya Prigogine Prize for Thermodynamics,6,12868,12911,WORK_OF_ART,188,Chemistry
58211,2001,1,12931,12935,DATE,188,Chemistry
58212,Ilya Prigogine,2,12954,12968,PERSON,188,Chemistry
58213,2003,1,12996,13000,DATE,188,Chemistry
58214,the Joint European Thermodynamics Conference,5,13043,13087,EVENT,188,Chemistry
58215,JETC,1,13089,13093,ORG,188,Chemistry
58216,Jewish,1,13314,13320,NORP,188,Chemistry
58217,"Schismatrix
Systems",1,13337,13356,ORG,188,Chemistry
58218,Karl Grandin,2,13446,13458,PERSON,188,Chemistry
58219,1977,1,13465,13469,DATE,188,Chemistry
58220,"Ilya Prigogine Autobiography""",3,13473,13502,WORK_OF_ART,188,Chemistry
58221,Les Prix Nobel,3,13504,13518,WORK_OF_ART,188,Chemistry
58222,The Nobel Foundation,3,13520,13540,ORG,188,Chemistry
58223,24 July 2008,3,13552,13564,DATE,188,Chemistry
58224,Eftekhari,1,13566,13575,PERSON,188,Chemistry
58225,Ali,1,13577,13580,PERSON,188,Chemistry
58226,2003,1,13582,13586,DATE,188,Chemistry
58227,Ilya Prigogine,2,13607,13621,PERSON,188,Chemistry
58228,1917,1,13623,13627,DATE,188,Chemistry
58229,2003,1,13628,13632,DATE,188,Chemistry
58230,PDF,1,13636,13639,WORK_OF_ART,188,Chemistry
58231,11,1,13661,13663,CARDINAL,188,Chemistry
58232,2,1,13665,13666,CARDINAL,188,Chemistry
58233,129–131.,1,13669,13677,CARDINAL,188,Chemistry
58234,PDF,1,13754,13757,ORG,188,Chemistry
58235,27 March 2009,3,13762,13775,DATE,188,Chemistry
58236,Barbra Rodriguez,2,13777,13793,PERSON,188,Chemistry
58237,28 May 2003,3,13795,13806,DATE,188,Chemistry
58238,Nobel Prize,2,13810,13821,WORK_OF_ART,188,Chemistry
58239,Brussels,1,13855,13863,GPE,188,Chemistry
58240,age 86,2,13867,13873,DATE,188,Chemistry
58241,University of Texas,3,13876,13895,ORG,188,Chemistry
58242,Austin,1,13899,13905,GPE,188,Chemistry
58243,29 July 2008,3,13917,13929,DATE,188,Chemistry
58244,Ilya Prigogine,2,13955,13969,PERSON,188,Chemistry
58245,Nobelprize.org,1,13973,13987,ORG,188,Chemistry
58246,the Nobel Lecture,3,13999,14016,WORK_OF_ART,188,Chemistry
58247,8 December 1977,3,14018,14033,DATE,188,Chemistry
58248,Ilya Prigogine,2,14136,14150,PERSON,188,Chemistry
58249,YouTube,1,14179,14186,ORG,188,Chemistry
58250,Ilya Prigogine,2,14203,14217,PERSON,188,Chemistry
58251,Giannis Zisis,2,14223,14236,PERSON,188,Chemistry
58252,"YouTube
Interview",1,14240,14257,WORK_OF_ART,188,Chemistry
58253,Prigogine,1,14263,14272,PERSON,188,Chemistry
58254,Belgian VRT,2,14274,14285,ORG,188,Chemistry
58255,1977,1,14287,14291,DATE,188,Chemistry
58256,Ilya Prigogine,2,14311,14325,PERSON,188,Chemistry
58257,Internet Archive,2,14329,14345,ORG,188,Chemistry
58258,Peter Dennis Mitchell FRS,4,0,25,PERSON,189,Chemistry
58259,29 September 1920,3,27,44,DATE,189,Chemistry
58260,10 April 1992,3,47,60,DATE,189,Chemistry
58261,British,1,68,75,NORP,189,Chemistry
58262,1978,1,107,111,DATE,189,Chemistry
58263,Nobel Prize for Chemistry,4,112,137,WORK_OF_ART,189,Chemistry
58264,Mitchell,1,234,242,PERSON,189,Chemistry
58265,Mitcham,1,255,262,GPE,189,Chemistry
58266,Surrey,1,264,270,GPE,189,Chemistry
58267,29 September 1920,3,274,291,DATE,189,Chemistry
58268,Christopher Gibbs Mitchell,3,310,336,PERSON,189,Chemistry
58269,Kate Beatrice Dorothy,3,359,380,PERSON,189,Chemistry
58270,Taplin,1,387,393,PERSON,189,Chemistry
58271,Godfrey Way Mitchell,3,413,433,PERSON,189,Chemistry
58272,George Wimpey,2,447,460,PERSON,189,Chemistry
58273,Queen's College,2,481,496,ORG,189,Chemistry
58274,Taunton,1,498,505,GPE,189,Chemistry
58275,Jesus College,2,510,523,ORG,189,Chemistry
58276,Cambridge,1,525,534,GPE,189,Chemistry
58277,the Natural Sciences Tripos,4,552,579,ORG,189,Chemistry
58278,the Department of Biochemistry,4,646,676,ORG,189,Chemistry
58279,Cambridge,1,678,687,GPE,189,Chemistry
58280,1942,1,692,696,DATE,189,Chemistry
58281,Ph.D.,1,716,721,WORK_OF_ART,189,Chemistry
58282,1951,1,731,735,DATE,189,Chemistry
58283,1955,1,813,817,DATE,189,Chemistry
58284,Michael Swann,2,846,859,PERSON,189,Chemistry
58285,the Chemical Biology Unit,4,906,931,ORG,189,Chemistry
58286,the Department of Zoology,4,936,961,ORG,189,Chemistry
58287,the University of Edinburgh,4,966,993,ORG,189,Chemistry
58288,1961,1,1039,1043,DATE,189,Chemistry
58289,1962,1,1060,1064,DATE,189,Chemistry
58290,1963,1,1162,1166,DATE,189,Chemistry
58291,1963 to 1965,3,1173,1185,DATE,189,Chemistry
58292,Regency-fronted Mansion,2,1222,1245,FAC,189,Chemistry
58293,Glynn House,2,1256,1267,FAC,189,Chemistry
58294,Cardinham,1,1272,1281,GPE,189,Chemistry
58295,Bodmin,1,1287,1293,GPE,189,Chemistry
58296,Cornwall,1,1295,1303,GPE,189,Chemistry
58297,Jennifer Moyle,2,1406,1420,PERSON,189,Chemistry
